,name,company,year,mileage,kms_driven,fuel_type,Price
735,Maruti Baleno Zeta 1.3,Maruti,2018,27.39,25433,Diesel,783000.0
736,Tata Safari Storme 2012-2015,Tata,2015,14.0,40611,Diesel,815000.0
740,Tata Nano XTA,Tata,2016,21.9,24941,Petrol,319000.0
742,Maruti Celerio VXI AMT,Maruti,2014,23.1,35214,Petrol,320000.0
750,Honda City i-VTEC CVT,Honda,2015,18.0,18955,Petrol,1065000.0
751,Jaguar XF 2.2 Litre,Jaguar,2016,16.36,47877,Diesel,3568000.0
752,Mercedes-Benz E-Class 2015-2017 E250,Mercedes-Benz,2017,15.0,43368,Diesel,3194000.0
756,Honda Jazz VX,Honda,2018,18.2,20024,Petrol,846000.0000000001
757,Toyota Etios G,Toyota,2013,16.78,42103,Petrol,325000.0
759,Maruti Swift VXI BSIV,Maruti,2016,20.4,37806,Petrol,520000.0
761,Tata Nano Lx BSIV,Tata,2011,25.4,35000,Petrol,160000.0
763,Fiat Linea Emotion,Fiat,2011,16.0,48500,Petrol,250000.0
764,Ford Figo Aspire 1.2,Ford,2017,18.16,28854,Petrol,670000.0
766,BMW 3 Series 320d,BMW,2016,18.88,14351,Diesel,3554999.9999999995
768,Mahindra Scorpio 2.6 DX,Mahindra,2005,12.7,50000,Diesel,194000.0
771,Toyota Innova 2.5 V,Toyota,2016,12.8,50000,Diesel,1565000.0
772,Mercedes-Benz New C-Class C,Mercedes-Benz,2018,19.27,36797,Diesel,3947000.0
773,Maruti Ritz VXi,Maruti,2011,18.5,50000,Petrol,150000.0
776,Hyundai i10 Sportz AT,Hyundai,2014,16.95,41016,Petrol,508000.0
779,Chevrolet Beat LS,Chevrolet,2010,18.6,17088,Petrol,146000.0
782,Maruti Celerio VXI AT,Maruti,2014,23.1,44600,Petrol,455000.0
783,Mercedes-Benz A Class A180,Mercedes-Benz,2013,20.0,37000,Diesel,1400000.0
784,Hyundai Creta 1.6 SX,Hyundai,2016,15.8,21000,Petrol,1090000.0
787,Ford EcoSport 1.5 Ti,Ford,2017,18.88,4018,Petrol,825000.0
790,Maruti Omni E 8,Maruti,2013,16.8,26875,Petrol,235000.0
794,Hyundai i20 Magna 1.2,Hyundai,2018,18.6,19500,Petrol,585000.0
796,Mahindra XUV500 W9 AT,Mahindra,2019,14.0,19654,Diesel,1763000.0
797,Maruti SX4 S Cross,Maruti,2017,23.65,26000,Diesel,975000.0
801,Mahindra XUV500 W10 2WD,Mahindra,2017,16.0,43773,Diesel,1354000.0
803,Honda Jazz 1.2 VX,Honda,2016,18.7,23280,Petrol,650000.0
807,Hyundai i20 1.2 Asta,Hyundai,2018,18.6,11000,Petrol,635000.0
809,Honda Amaze VX Diesel,Honda,2018,27.4,12000,Diesel,850000.0
810,Hyundai Verna 1.6 SX,Hyundai,2013,17.1,35000,Petrol,450000.0
812,Maruti Ertiga ZDI,Maruti,2013,20.77,39929,Diesel,656000.0
813,Maruti Alto K10 LXI,Maruti,2014,24.07,49000,Petrol,229999.99999999997
815,Hyundai i10 Sportz,Hyundai,2016,20.36,21456,Petrol,455000.0
817,Hyundai i20 Asta Option,Hyundai,2015,18.6,37000,Petrol,525000.0
819,BMW 3 Series 320d,BMW,2016,22.69,38000,Diesel,2399000.0
821,Mercedes-Benz E-Class 2009-2013 E250,Mercedes-Benz,2011,14.21,47000,Diesel,1390000.0
822,Audi A6 2011-2015 2.0,Audi,2013,17.68,31000,Diesel,1895000.0
823,Maruti Wagon R LXI,Maruti,2014,20.51,40000,Petrol,249000.00000000003
824,Renault KWID RXT,Renault,2016,25.17,4152,Petrol,315000.0
829,Toyota Etios Liva G,Toyota,2012,18.3,29605,Petrol,244000.0
831,Hyundai i20 1.4 Asta,Hyundai,2017,22.54,12000,Diesel,730000.0
832,Maruti Wagon R LXI,Maruti,2014,20.51,25000,Petrol,275000.0
833,Hyundai i20 1.4 Asta,Hyundai,2017,22.54,43000,Diesel,819999.9999999999
836,Maruti Swift ZXI,Maruti,2014,18.6,33372,Petrol,621000.0
842,BMW X5 2014-2019 xDrive,BMW,2014,15.97,47000,Diesel,4150000.0
843,Maruti Celerio VXI AT,Maruti,2014,23.1,33450,Petrol,440000.00000000006
849,Audi A6 3.0 TDI,Audi,2009,16.77,48040,Diesel,1207000.0
850,Toyota Innova Crysta 2.4,Toyota,2017,13.68,43200,Diesel,1860000.0000000002
852,Hyundai Santro Xing GL,Hyundai,2013,17.92,31000,Petrol,175000.0
853,Audi A4 2.0 TDI,Audi,2011,16.55,46000,Diesel,1099000.0
854,Audi A4 2.0 TDI,Audi,2012,16.55,47346,Diesel,1450000.0
858,Honda Mobilio RS i,Honda,2014,24.5,23000,Diesel,690000.0
859,Hyundai i20 1.2 Asta,Hyundai,2018,18.6,15985,Petrol,777000.0
864,Jaguar XF 2.2 Litre,Jaguar,2015,16.36,44194,Diesel,3279999.9999999995
867,Toyota Fortuner 3.0 Diesel,Toyota,2010,11.5,41650,Diesel,1099000.0
869,Hyundai Xcent 1.2 CRDi,Hyundai,2018,25.4,25302,Diesel,590000.0
870,Hyundai Creta 1.6 VTVT,Hyundai,2016,15.29,47016,Petrol,943000.0
872,Honda Brio S MT,Honda,2016,19.4,32700,Petrol,368000.0
875,Toyota Innova Crysta 2.8,Toyota,2018,11.36,41736,Diesel,1992000.0000000002
879,Maruti Swift DDiS ZDI,Maruti,2018,28.4,5456,Diesel,865000.0
880,Maruti Celerio VXI Optional,Maruti,2017,23.1,7500,Petrol,500000.0
884,Maruti Dzire VXI,Maruti,2011,22.0,46687,Petrol,270000.0
886,Audi TT 40 TFSI,Audi,2012,14.33,7000,Petrol,3500000.0
887,Mercedes-Benz New C-Class C,Mercedes-Benz,2011,14.74,48000,Petrol,975000.0
888,Nissan Sunny 2011-2014 Diesel,Nissan,2013,21.64,47000,Diesel,425000.0
890,Maruti Swift Dzire ZDI,Maruti,2014,23.4,25789,Diesel,685000.0
891,Honda Amaze S i-Dtech,Honda,2015,25.8,48000,Diesel,450000.0
895,Mercedes-Benz E-Class E250 CDI,Mercedes-Benz,2015,13.0,42076,Diesel,2180000.0
897,Datsun redi-GO T Option,Datsun,2016,22.7,20487,Petrol,266000.0
898,Honda City V MT,Honda,2010,16.8,43000,Petrol,375000.0
899,Toyota Camry Hybrid,Toyota,2018,19.16,17000,Petrol,3200000.0
908,Maruti Swift Dzire VXI,Maruti,2013,19.1,38623,Petrol,500000.0
910,Hyundai EON Sportz,Hyundai,2017,21.1,23360,Petrol,375000.0
913,Audi Q5 30 TDI,Audi,2017,14.16,40318,Diesel,4374000.0
916,Tata Sumo DX,Tata,2013,14.07,20000,Diesel,525000.0
918,Honda City i-VTEC CVT,Honda,2015,18.0,30000,Petrol,865000.0
920,Volkswagen Vento TSI,Volkswagen,2014,16.93,28000,Petrol,775000.0
925,Porsche Cayman 2009-2012 S,Porsche,2010,9.0,10000,Petrol,4000000.0
926,Hyundai Creta 1.6 CRDi,Hyundai,2015,19.67,43000,Diesel,925000.0
927,Skoda Fabia 1.2 MPI,Skoda,2011,17.5,47490,Petrol,229000.0
930,Maruti Ciaz 1.4 Delta,Maruti,2017,20.73,6006,Petrol,825000.0
932,Honda Amaze SX i-VTEC,Honda,2016,17.8,33000,Petrol,650000.0
936,Volkswagen Polo Petrol Highline,Volkswagen,2011,16.47,43000,Petrol,210000.0
938,Jaguar XF Diesel,Jaguar,2012,14.74,43510,Diesel,2050000.0
941,Maruti Baleno Alpha Diesel,Maruti,2016,27.39,29000,Diesel,650000.0
946,Volkswagen Ameo 1.2 MPI,Volkswagen,2017,17.0,14800,Petrol,548000.0
947,Maruti Ritz VXi,Maruti,2013,18.5,35433,Petrol,420000.0
950,Mahindra KUV 100 mFALCON,Mahindra,2017,25.32,39528,Diesel,583000.0
952,Maruti Baleno Delta 1.2,Maruti,2016,21.4,14930,Petrol,585000.0
953,Honda Jazz VX Diesel,Honda,2016,27.3,38000,Diesel,621000.0
956,Mercedes-Benz New C-Class C,Mercedes-Benz,2015,19.27,50000,Diesel,3000000.0
957,Hyundai Xcent 1.2 Kappa,Hyundai,2016,19.1,48163,Petrol,484999.99999999994
958,Hyundai Grand i10 AT,Hyundai,2017,18.9,19168,Petrol,693000.0
959,Maruti Alto 800 VXI,Maruti,2016,22.74,26000,Petrol,260000.0
960,Chevrolet Sail Hatchback 1.2,Chevrolet,2014,18.2,37400,Petrol,189000.0
963,Audi A4 2.0 TDI,Audi,2009,16.55,34000,Diesel,994999.9999999999
965,Mercedes-Benz CLA 200 CDI,Mercedes-Benz,2017,17.9,13689,Diesel,2825000.0
967,Maruti Swift Dzire VXi,Maruti,2008,17.5,47000,Petrol,140000.0
970,Hyundai Accent GLS 1.6,Hyundai,2004,14.4,47300,Petrol,120000.0
971,Honda Amaze SX i-VTEC,Honda,2014,17.8,28246,Petrol,494000.00000000006
974,Ford Endeavour 2.2 Trend,Ford,2019,12.62,11209,Diesel,3115000.0
975,Hyundai i20 1.2 Sportz,Hyundai,2011,17.0,41980,Petrol,330000.0
977,Honda Civic 2010-2013 1.8,Honda,2010,14.8,38000,Petrol,200000.0
979,Skoda Rapid 1.6 MPI,Skoda,2014,15.0,33855,Petrol,509000.0
981,Ford EcoSport 1.5 TDCi,Ford,2015,22.77,47037,Diesel,700000.0
989,Honda Jazz 1.5 VX,Honda,2016,27.3,27210,Diesel,585000.0
990,Maruti Ciaz 1.3 Alpha,Maruti,2017,28.09,26322,Diesel,890000.0
991,Maruti Swift VXI BSIV,Maruti,2016,20.4,9107,Petrol,515000.00000000006
994,Mercedes-Benz A Class A180,Mercedes-Benz,2015,15.5,11000,Petrol,1600000.0
996,Maruti Swift Dzire AMT,Maruti,2017,26.59,24852,Diesel,808000.0
997,Hyundai Grand i10 AT,Hyundai,2014,18.9,37632,Petrol,450000.0
1000,Renault KWID RXT Optional,Renault,2018,25.17,1900,Petrol,445000.0
1003,BMW 3 Series 320d,BMW,2013,18.88,21983,Diesel,1650000.0
1006,Hyundai i20 Sportz 1.4,Hyundai,2015,22.54,26000,Diesel,620000.0
1007,Maruti Omni E MPI,Maruti,2019,16.8,11571,Petrol,380000.0
1009,Ford Ecosport Signature Edition,Ford,2019,23.0,23154,Diesel,1165000.0
1010,Honda Brio VX AT,Honda,2014,16.5,26856,Petrol,415000.00000000006
1013,Hyundai i20 1.2 Magna,Hyundai,2010,18.5,18000,Petrol,225000.0
1017,Maruti Swift Dzire VDI,Maruti,2019,26.59,18592,Diesel,851000.0
1023,Honda City 1.5 V,Honda,2012,17.0,42750,Petrol,633000.0
1025,Chevrolet Spark 1.0 LS,Chevrolet,2014,16.2,36657,Petrol,330000.0
1031,Renault Captur 1.5 Diesel,Renault,2019,20.37,3102,Diesel,1401000.0
1032,Hyundai Xcent 1.1 CRDi,Hyundai,2016,24.4,14656,Diesel,699000.0
1036,Jaguar XF 2.2 Litre,Jaguar,2014,16.36,48000,Diesel,2650000.0
1038,Jeep Compass 1.4 Limited,Jeep,2017,16.0,4000,Petrol,1775000.0
1042,Nissan Terrano XV Premium,Nissan,2015,19.01,43190,Diesel,761000.0
1043,Audi A4 35 TDI,Audi,2015,18.25,45000,Diesel,2500000.0
1044,Hyundai Grand i10 Asta,Hyundai,2016,18.9,44178,Petrol,588000.0
1046,Hyundai i20 1.2 Magna,Hyundai,2015,18.5,35000,Petrol,459999.99999999994
1047,Ford EcoSport 1.5 TDCi,Ford,2013,22.77,44000,Diesel,490000.00000000006
1049,Ford EcoSport 1.5 Petrol,Ford,2018,14.8,18385,Petrol,1241000.0
1050,Volkswagen Polo Diesel Highline,Volkswagen,2014,22.07,35000,Diesel,380000.0
1051,Mercedes-Benz New C-Class C,Mercedes-Benz,2010,19.27,49000,Diesel,894999.9999999999
1053,Tata Indigo GLE,Tata,2017,14.4,23228,Petrol,450000.0
1057,Maruti Wagon R VXI,Maruti,2016,18.9,22000,Petrol,370000.0
1060,Mahindra XUV500 W4 1.99,Mahindra,2017,16.0,13363,Diesel,1200000.0
1063,Hyundai i10 Sportz,Hyundai,2009,20.36,43002,Petrol,192000.0
1066,Hyundai Grand i10 Sportz,Hyundai,2013,18.9,29000,Petrol,320000.0
1068,Maruti Swift Dzire VDI,Maruti,2014,23.4,45000,Diesel,385000.0
1073,Honda City 1.5 V,Honda,2016,16.8,47681,Petrol,873000.0
1074,Maruti Alto LXi BSIII,Maruti,2009,19.7,35000,Petrol,170000.0
1076,Maruti Vitara Brezza ZDi,Maruti,2019,24.3,34688,Diesel,1049000.0
1079,Tata Zest Revotron 1.2,Tata,2014,17.57,40000,Petrol,395000.0
1082,Toyota Corolla Altis D-4D,Toyota,2015,21.43,45000,Diesel,735000.0
1084,Hyundai Creta 1.6 VTVT,Hyundai,2016,15.29,36855,Petrol,877000.0
1085,Hyundai i10 Magna 1.2,Hyundai,2013,20.36,46821,Petrol,342000.0
1087,Jaguar XF 3.0 Litre,Jaguar,2012,14.74,29000,Diesel,2000000.0
1088,Nissan Terrano XL,Nissan,2014,13.24,40000,Petrol,525000.0
1093,Maruti Vitara Brezza VDi,Maruti,2017,24.3,35000,Diesel,650000.0
1094,Hyundai EON D Lite,Hyundai,2013,21.1,17729,Petrol,365000.0
1097,Maruti Wagon R VXI,Maruti,2015,18.9,14000,Petrol,280000.0
1098,Hyundai i20 Sportz Option,Hyundai,2012,17.0,50000,Petrol,400000.0
1106,Honda Amaze EX i-Vtech,Honda,2014,18.0,48000,Petrol,275000.0
1107,Maruti Alto 800 2016-2019,Maruti,2016,24.7,24000,Petrol,280000.0
1109,Tata Tiago 1.2 Revotron,Tata,2018,23.84,9565,Petrol,588000.0
1110,Maruti Swift LXI,Maruti,2013,18.6,32953,Petrol,465000.00000000006
1111,Hyundai EON Era,Hyundai,2014,21.1,18000,Petrol,250000.0
1113,Hyundai i20 Magna 1.4,Hyundai,2016,22.54,33016,Diesel,685000.0
1114,Toyota Etios VD,Toyota,2012,23.59,48000,Diesel,525000.0
1116,Mini Cooper 5 DOOR,Mini,2014,20.7,34000,Diesel,2200000.0
1119,Mercedes-Benz E-Class 2009-2013 E,Mercedes-Benz,2013,10.0,34700,Diesel,2450000.0
1125,Honda City i DTec,Honda,2018,26.0,45555,Diesel,1173000.0
1128,Maruti Ertiga SHVS VDI,Maruti,2018,24.52,38000,Diesel,869999.9999999999
1130,Maruti Ciaz VDi Plus,Maruti,2017,28.09,38282,Diesel,850000.0
1132,Fiat Avventura MULTIJET Emotion,Fiat,2015,20.5,32000,Diesel,565000.0
1137,BMW 5 Series 2013-2017,BMW,2015,14.69,16900,Diesel,4400000.0
1138,Hyundai Grand i10 1.2,Hyundai,2017,18.9,8471,Petrol,500000.0
1140,Renault Duster 110PS Diesel,Renault,2017,19.6,30090,Diesel,1144000.0
1142,Maruti Swift VDI BSIV,Maruti,2013,17.8,23000,Diesel,560000.0
1143,Mercedes-Benz E-Class 2009-2013 E,Mercedes-Benz,2016,12.3,35939,Petrol,3042000.0
1145,Mahindra Bolero ZLX,Mahindra,2016,15.96,40448,Diesel,350000.0
1152,Hyundai Santro Xing XL,Hyundai,2007,17.0,43206,Petrol,99000.0
1154,Maruti Swift VXi BSIV,Maruti,2016,16.1,42000,Petrol,475000.0
1156,Hyundai Grand i10 1.2,Hyundai,2017,18.9,20000,Petrol,598000.0
1160,Tata Tigor 1.2 Revotron,Tata,2018,20.3,1000,Petrol,685000.0
1165,Hyundai Xcent 1.2 Kappa,Hyundai,2016,19.1,32000,Petrol,360000.0
1167,Maruti Celerio VXI AT,Maruti,2016,23.1,21600,Petrol,465000.00000000006
1168,Mercedes-Benz New C-Class C,Mercedes-Benz,2010,14.84,39000,Diesel,950000.0
1174,Ford EcoSport 1.5 Ti,Ford,2017,16.05,1800,Petrol,1137000.0
1176,Hyundai i10 Era,Hyundai,2013,19.81,46230,Petrol,310000.0
1178,Hyundai i20 1.2 Asta,Hyundai,2018,18.6,5000,Petrol,650000.0
1181,Renault KWID RXT,Renault,2016,25.17,45000,Petrol,260000.0
1183,Mercedes-Benz B Class B180,Mercedes-Benz,2014,14.8,42070,Petrol,1157000.0
1184,Maruti Wagon R LXI,Maruti,2012,18.9,35503,Petrol,229999.99999999997
1185,Maruti Swift VDI BSIV,Maruti,2016,25.2,41460,Diesel,590000.0
1186,Hyundai Verna VTVT 1.6,Hyundai,2015,17.0,40600,Petrol,720000.0
1188,Honda City V MT,Honda,2014,16.8,30000,Petrol,600000.0
1189,Hyundai i10 Magna Optional,Hyundai,2010,16.0,27089,Petrol,195000.0
1192,Ford Figo Diesel EXI,Ford,2012,20.0,36542,Diesel,265000.0
1195,Maruti Alto 800 VXI,Maruti,2014,22.74,32000,Petrol,210000.0
1196,Toyota Innova Crysta 2.4,Toyota,2017,13.68,24393,Diesel,2039999.9999999998
1197,Volkswagen Polo 1.0 MPI,Volkswagen,2019,18.78,1000,Petrol,568000.0
1198,Nissan Terrano XL,Nissan,2014,13.24,28238,Petrol,555000.0
1204,Honda CR-V 2.0L 2WD,Honda,2014,13.7,24000,Petrol,1151000.0
1207,Tata Manza Aura Safire,Tata,2010,15.0,40000,Petrol,135000.0
1209,Hyundai Verna 1.6 SX,Hyundai,2017,17.1,16100,Petrol,1160000.0
1210,Volkswagen Vento 1.5 Highline,Volkswagen,2017,21.5,3600,Diesel,1225000.0
1213,Honda Jazz 1.2 VX,Honda,2016,18.7,15399,Petrol,640000.0
1218,Honda CR-V 2.4L 4WD,Honda,2013,12.0,46125,Petrol,1250000.0
1219,BMW 5 Series 2013-2017,BMW,2014,18.12,35000,Diesel,2300000.0
1221,Volkswagen Vento Diesel Comfortline,Volkswagen,2012,20.54,34000,Diesel,340000.0
1223,Maruti 800 DX BSII,Maruti,2009,16.1,32000,Petrol,90000.0
1224,Toyota Corolla Altis 1.8,Toyota,2017,14.28,21000,Petrol,1800000.0
1225,BMW 3 Series 328i,BMW,2013,14.59,49000,Petrol,1900000.0
1226,Ford Ikon 1.3 Flair,Ford,2007,13.8,40000,Petrol,110000.00000000001
1231,Mercedes-Benz E-Class 2015-2017 E250,Mercedes-Benz,2017,13.0,36884,Diesel,3225000.0
1234,Toyota Corolla 1.8 J,Toyota,2014,14.53,40748,Petrol,630000.0
1236,Hyundai i20 Magna Optional,Hyundai,2014,21.9,12400,Diesel,465000.00000000006
1238,Maruti Ritz VDi,Maruti,2013,21.1,20248,Diesel,434999.99999999994
1240,Jaguar XE 2.0L Diesel,Jaguar,2018,13.6,1000,Diesel,4000000.0
1242,Toyota Innova 2.5 G,Toyota,2014,12.99,47000,Diesel,1125000.0
1243,Toyota Camry 2.5 Hybrid,Toyota,2018,19.16,17585,Petrol,3200000.0
1244,Audi Q5 3.0 TDI,Audi,2018,13.22,32496,Diesel,4562000.0
1245,Maruti Swift VDI,Maruti,2017,28.4,34613,Diesel,624000.0
1248,Hyundai i10 Sportz,Hyundai,2015,20.36,16900,Petrol,387000.0
1250,Maruti Baleno Sigma 1.2,Maruti,2018,21.4,23714,Petrol,657000.0
1252,Honda Brio S MT,Honda,2012,19.4,50000,Petrol,365000.0
1255,Mahindra XUV500 W8 2WD,Mahindra,2013,16.0,43000,Diesel,700000.0
1256,Mercedes-Benz E-Class E250 CDI,Mercedes-Benz,2014,13.0,40000,Diesel,2400000.0
1259,Hyundai i20 Asta 1.4,Hyundai,2015,21.27,46950,Diesel,645000.0
1260,Skoda Octavia Elegance 2.0,Skoda,2015,19.3,23000,Diesel,1575000.0
1263,Audi Q3 2.0 TDI,Audi,2013,17.32,45000,Diesel,1525000.0
1264,Maruti Alto K10 2010-2014,Maruti,2012,20.92,46004,Petrol,240000.0
1267,Maruti Alto 800 2016-2019,Maruti,2018,33.44,10600,CNG,350000.0
1268,Honda City i-VTEC CVT,Honda,2018,18.0,22974,Petrol,1197000.0
1271,Hyundai Grand i10 Sportz,Hyundai,2017,18.9,17125,Petrol,540000.0
1273,Volkswagen Polo Petrol Highline,Volkswagen,2013,16.47,37000,Petrol,509999.99999999994
1278,Hyundai i20 1.2 Magna,Hyundai,2010,18.5,18000,Petrol,229999.99999999997
1279,Hyundai Grand i10 CRDi,Hyundai,2018,24.0,35070,Diesel,599000.0
1280,Volkswagen Vento Petrol Highline,Volkswagen,2011,14.4,42000,Petrol,340000.0
1281,Hyundai i10 Sportz 1.2,Hyundai,2009,20.36,40000,Petrol,170000.0
1282,Hyundai i20 Asta,Hyundai,2009,17.0,43000,Petrol,199000.0
1286,Audi TT 2.0 TFSI,Audi,2014,9.9,14262,Petrol,2735000.0
1290,Maruti Ciaz 1.4 AT,Maruti,2017,19.12,32000,Petrol,919999.9999999999
1291,Hyundai Grand i10 AT,Hyundai,2015,18.9,29631,Petrol,490000.00000000006
1294,Skoda Octavia Ambition 1.8,Skoda,2014,14.7,50000,Petrol,1350000.0
1299,Maruti Swift LDI,Maruti,2015,28.4,14000,Diesel,525000.0
1301,BMW 5 Series 520d,BMW,2012,22.48,44450,Diesel,2468000.0
1303,BMW X1 M Sport,BMW,2016,17.05,31000,Diesel,2950000.0
1307,Volkswagen Beetle 2.0,Volkswagen,2009,10.98,27078,Petrol,1595000.0
1309,Hyundai Grand i10 CRDi,Hyundai,2014,24.0,45000,Diesel,349000.0
1314,Audi A4 2.0 TDI,Audi,2013,16.55,36000,Diesel,1400000.0
1318,BMW 3 Series 320d,BMW,2013,22.69,37613,Diesel,1395000.0
1320,Tata Nano XTA,Tata,2016,21.9,5240,Petrol,360000.0
1321,Maruti Eeco 5 STR,Maruti,2018,15.1,20000,CNG,450000.0
1322,Maruti Ignis 1.2 Delta,Maruti,2019,20.89,16862,Petrol,606000.0
1326,Maruti Swift Dzire VXI,Maruti,2014,19.1,47674,Petrol,572000.0
1333,Skoda Rapid 1.6 MPI,Skoda,2017,14.3,24000,Petrol,875000.0
1336,Hyundai Xcent 1.2 Kappa,Hyundai,2016,19.1,10200,Petrol,499000.0
1337,Honda City i DTec,Honda,2016,26.0,24337,Diesel,818000.0
1339,Maruti Ciaz ZDi Plus,Maruti,2015,28.09,40500,Diesel,710000.0
1340,Maruti Swift Dzire VDI,Maruti,2016,26.59,23000,Diesel,705000.0
1347,BMW 3 Series 320d,BMW,2015,18.88,10000,Diesel,3000000.0
1349,Maruti Ciaz VXi Plus,Maruti,2015,20.73,44620,Petrol,693000.0
1354,Mercedes-Benz New C-Class C250,Mercedes-Benz,2011,11.74,45000,Petrol,1350000.0
1355,Maruti Wagon R LXI,Maruti,2014,26.6,40000,CNG,315000.0
1356,Maruti Alto LXi,Maruti,2012,19.7,49008,Petrol,288000.0
1357,Maruti Alto 800 2016-2019,Maruti,2016,24.7,31000,Petrol,215000.0
1358,Nissan Sunny 2011-2014 XV,Nissan,2013,16.95,8000,Petrol,375000.0
1359,Maruti Alto 800 2016-2019,Maruti,2019,24.7,171,Petrol,360000.0
1360,Maruti Alto K10 VXI,Maruti,2018,24.07,2100,Petrol,360000.0
1361,Hyundai Grand i10 1.2,Hyundai,2018,18.9,20667,Petrol,755000.0
1362,Honda Mobilio S i,Honda,2015,24.2,50000,Diesel,470000.0
1366,Hyundai Grand i10 1.2,Hyundai,2019,18.9,18453,Petrol,617000.0
1368,Nissan Micra XL,Nissan,2016,18.44,31001,Petrol,300000.0
1370,Hyundai Creta 1.6 VTVT,Hyundai,2017,15.29,26246,Petrol,1075000.0
1373,Honda City 1.5 S,Honda,2016,16.8,36000,Petrol,944999.9999999999
1374,Maruti Baleno Alpha 1.3,Maruti,2016,27.39,46000,Diesel,675000.0
1376,Hyundai i20 Era 1.4,Hyundai,2014,22.54,46566,Diesel,440000.00000000006
1377,Mercedes-Benz E-Class 2015-2017 E350,Mercedes-Benz,2015,13.0,41493,Diesel,4200000.0
1379,Renault Duster 110PS Diesel,Renault,2016,19.6,45000,Diesel,1150000.0
1384,BMW 5 Series 520d,BMW,2019,22.48,18373,Diesel,4586000.0
1386,Maruti Swift VDI BSIV,Maruti,2013,17.8,37000,Diesel,484999.99999999994
1388,BMW 3 Series 320d,BMW,2013,18.88,30000,Diesel,2200000.0
1391,Hyundai Grand i10 1.2,Hyundai,2018,18.9,3000,Petrol,620000.0
1392,BMW X1 sDrive20d,BMW,2013,17.05,49000,Diesel,1449000.0
1395,BMW X5 2014-2019 xDrive,BMW,2016,15.97,35659,Diesel,4378000.0
1396,Honda City V MT,Honda,2019,16.8,5377,Petrol,1145000.0
1399,Maruti Alto LXi,Maruti,2010,19.7,48105,Petrol,310000.0
1400,Volkswagen Polo 1.2 MPI,Volkswagen,2011,16.47,46759,Petrol,254999.99999999997
1402,Volkswagen Polo Diesel Highline,Volkswagen,2012,22.07,35175,Diesel,259000.0
1404,Ford EcoSport 1.5 TDCi,Ford,2017,22.77,30000,Diesel,600000.0
1408,Ford Ecosport 1.0 Ecoboost,Ford,2017,18.88,22000,Petrol,785000.0
1410,Tata Zest Revotron 1.2T,Tata,2016,17.57,43706,Petrol,400000.0
1411,Audi A7 2011-2015 3.0,Audi,2011,14.4,42000,Diesel,2875000.0
1414,Fiat Linea Emotion,Fiat,2010,16.0,39852,Petrol,159000.0
1415,Hyundai i20 1.2 Spotz,Hyundai,2017,18.6,18673,Petrol,622000.0
1416,Hyundai EON Era Plus,Hyundai,2016,21.1,11583,Petrol,275000.0
1418,Mercedes-Benz GLA Class 200,Mercedes-Benz,2017,17.9,50000,Diesel,2500000.0
1421,Honda Jazz 1.2 V,Honda,2016,19.0,21000,Petrol,635000.0
1424,Ford Figo 2015-2019 1.5P,Ford,2017,17.01,16000,Petrol,595000.0
1425,Toyota Innova Crysta 2.4,Toyota,2018,13.68,8899,Diesel,1992000.0000000002
1427,Volkswagen Polo GTI,Volkswagen,2014,17.21,35059,Petrol,575000.0
1428,Ford Endeavour 3.2 Trend,Ford,2018,10.91,30552,Diesel,3244000.0
1429,Hyundai Verna 1.6 SX,Hyundai,2016,22.32,44875,Diesel,801000.0
1430,Ford Figo 2015-2019 1.2P,Ford,2017,18.16,25095,Petrol,648000.0
1432,Honda City i DTEC,Honda,2014,26.0,36000,Diesel,500000.0
1433,Mahindra XUV500 W8 2WD,Mahindra,2012,16.0,37000,Diesel,775000.0
1435,Ford EcoSport 1.5 Petrol,Ford,2018,17.0,17000,Petrol,919999.9999999999
1436,Hyundai i20 Asta 1.2,Hyundai,2015,18.6,42575,Petrol,505000.0
1439,Toyota Innova 2.5 VX,Toyota,2013,12.99,47234,Diesel,935000.0
1441,Maruti Alto K10 VXI,Maruti,2016,24.07,10000,Petrol,350000.0
1442,Nissan Micra Active XL,Nissan,2016,19.49,49389,Petrol,426000.0
1443,Maruti Celerio VXI AT,Maruti,2016,23.1,12000,Petrol,425000.0
1448,Maruti Swift Dzire VXi,Maruti,2012,17.5,49000,Petrol,490000.00000000006
1450,Hyundai Elite i20 Petrol,Hyundai,2017,18.6,13460,Petrol,891000.0
1451,Hyundai Verna 1.6 VTVT,Hyundai,2014,17.01,35642,Petrol,669000.0
1455,Nissan Micra Diesel XV,Nissan,2012,23.08,32048,Diesel,240000.0
1456,Tata Nano LX,Tata,2013,25.4,4700,Petrol,120000.0
1459,Audi Q3 2.0 TDI,Audi,2016,17.32,45000,Diesel,2700000.0
1460,Honda Amaze VX i-DTEC,Honda,2016,25.8,15388,Diesel,750000.0
1462,Audi Q5 2.0 TDI,Audi,2016,14.16,43000,Diesel,3950000.0
1464,Mahindra Scorpio S6 7,Mahindra,2018,15.4,37804,Diesel,1240000.0
1465,Maruti Ciaz ZDi SHVS,Maruti,2014,28.09,45000,Diesel,685000.0
1469,Volkswagen Polo 1.2 MPI,Volkswagen,2015,16.47,22000,Petrol,380000.0
1470,Hyundai Elantra 2.0 SX,Hyundai,2017,14.62,9500,Petrol,1635000.0000000002
1472,Maruti Baleno Zeta 1.2,Maruti,2019,21.4,17705,Petrol,869999.9999999999
